Employee ID,Gender,Age,Department,Job Role,Position Level,Location,Manager ID,Hire Date,Years At Company,Years In Role,Annual Salary,Bonus Percent,Performance Rating,Productivity Index,Quality Score,Engagement Score,Satisfaction Score,Work Life Balance Score,Training Hours,Certification Count,Promoted Last 3 Years Description,Special Projects Count,Absence Days,Attrition Flag,Termination Date,Termination Reason,Active Employee Flag,Tenure Bucket,Inactive Employee Flag,PromotionLast3Yrs
EMPFDBFFC,Male,36,Sales,Business Development,L1,Chicago,EMP935852,2018-06-02,6.6,4.6,60248.0,0.05,1.6,100.0,92.0,90.0,8.2,4.2,53.0,2,Not Promoted,0,4,Low,,,1,5-10yrs,0,0
EMP23FEEB,Female,38,Finance,Treasury Analyst,L3,San Francisco,EMP71BB6B,2021-02-07,3.9,2.9,181326.0,0.06,2.4,82.0,64.0,100.0,6.9,3.5,13.0,1,Promoted,3,0,Low,,,1,3-5yrs,0,1
EMP75A519,Female,32,Engineering,Data Scientist,L4,Austin,EMP2371BE,2020-08-28,4.3,3.3,173897.0,0.21,5.0,35.0,97.0,88.0,8.1,3.4,20.0,2,Not Promoted,4,7,Low,,,1,3-5yrs,0,0
EMPA2261E,Female,28,Operations,Business Analyst,L2,New York,EMP1F6904,2015-05-15,9.6,9.6,89183.0,0.16,3.4,97.0,87.0,38.0,4.9,2.8,56.0,0,Not Promoted,1,7,Low,,,1,5-10yrs,0,0
EMP9A763F,Male,48,Operations,Operations Manager,L4,Austin,EMP7B2B5B,2023-09-27,1.3,0.0,157455.0,0.16,2.8,100.0,85.0,64.0,6.5,3.0,25.0,1,Promoted,4,3,Low,,,1,1-3yrs,0,1
EMP1E5B11,Male,54,HR,Benefits Coordinator,L1,San Francisco,EMP803A38,2018-07-18,6.5,5.5,87318.0,0.05,3.9,100.0,75.0,88.0,6.4,3.2,43.0,0,Not Promoted,1,7,Low,,,1,5-10yrs,0,0
EMPF9627C,Female,36,Finance,Financial Analyst,L4,San Francisco,EMP76490D,2016-02-08,8.9,8.9,184746.0,0.23,2.5,84.0,72.0,68.0,6.1,2.9,66.0,4,Not Promoted,2,4,Low,,,1,5-10yrs,0,0
EMP886A0C,Male,29,Operations,Operations Manager,L4,San Francisco,EMP257402,2015-07-24,9.4,8.4,237501.0,0.26,1.3,52.0,77.0,38.0,5.5,4.1,60.0,1,Not Promoted,2,3,Low,,,1,5-10yrs,0,0
EMPC6D5FD,Male,47,Engineering,DevOps Engineer,L1,Chicago,EMP28484E,2021-10-21,3.2,2.2,76416.0,0.07,3.5,71.0,71.0,59.0,7.4,2.5,27.0,3,Not Promoted,1,15,Low,,,1,3-5yrs,0,0
EMP579F19,Male,23,HR,HR Director,L1,New York,EMP5343CF,2017-06-25,7.5,7.5,76273.0,0.1,2.5,46.0,96.0,25.0,10.0,4.1,27.0,1,Promoted,1,15,Low,,,1,5-10yrs,0,1
EMPF4AED6,Male,32,Engineering,Data Scientist,L1,Austin,EMP278605,2017-02-18,7.9,6.9,82854.0,0.07,3.3,56.0,73.0,64.0,10.0,4.5,28.0,5,Not Promoted,3,4,Low,,,1,5-10yrs,0,0
EMP8DF55A,Male,29,HR,Benefits Coordinator,L4,San Francisco,EMPDFA2B7,2018-03-11,6.8,6.8,200911.0,0.14,3.5,52.0,88.0,56.0,7.3,3.6,82.0,2,Not Promoted,3,5,Low,,,1,5-10yrs,0,0
EMPF2E288,Female,26,Sales,Sales Director,L4,San Francisco,EMP2EB4FD,2019-05-22,5.6,4.6,187746.0,0.22,3.3,61.0,94.0,63.0,8.7,1.7,49.0,1,Not Promoted,0,8,Low,,,1,5-10yrs,0,0
EMP145C4E,Female,33,Operations,Project Manager,L1,New York,EMP723867,2023-09-09,1.3,1.3,85251.0,0.18,1.7,75.0,71.0,94.0,4.2,3.9,10.0,0,Promoted,4,11,Low,,,1,1-3yrs,0,1
EMP720EAF,Male,28,Operations,Project Manager,L2,San Francisco,EMP162932,2019-02-04,5.9,3.9000000000000004,115078.0,0.14,3.2,64.0,87.0,43.0,6.6,2.7,26.0,0,Not Promoted,4,5,Low,,,1,5-10yrs,0,0
EMP4AD81D,Male,35,Engineering,Software Engineer,L1,San Francisco,EMP5EB40F,2023-02-11,1.9,0.8999999999999999,72427.0,0.18,3.6,63.0,71.0,56.0,6.2,2.8,19.0,0,Not Promoted,1,25,Low,,,1,1-3yrs,0,0
EMP53DB2E,Female,35,Sales,Account Manager,L2,San Francisco,EMP2DC39A,2017-10-12,7.2,7.2,105434.0,0.11,1.9,67.0,80.0,47.0,5.8,3.6,72.0,0,Not Promoted,1,0,Low,,,1,5-10yrs,0,0
EMP146673,Male,30,Operations,Operations Manager,L7,Chicago,EMP1C4139,2017-07-07,7.5,7.5,455570.0,0.33,1.8,99.0,76.0,91.0,10.0,4.3,18.0,5,Not Promoted,5,9,Low,,,1,5-10yrs,0,0
EMP290224,Male,32,Sales,Business Development,L1,San Francisco,EMP8F6C94,2019-09-03,5.3,5.3,70266.0,0.08,2.2,100.0,74.0,93.0,5.9,1.8,8.0,2,Not Promoted,0,12,Low,,,1,5-10yrs,0,0
EMP371D46,Male,33,Operations,Process Engineer,L5,Remote,EMP7A6C1A,2017-04-11,7.7,6.7,201530.0,0.14,3.9,64.0,84.0,77.0,5.0,3.4,66.0,2,Promoted,2,10,Low,,,1,5-10yrs,0,1
EMP4F75D7,Male,41,Finance,Financial Analyst,L4,Chicago,EMP7E7FD2,2023-07-27,1.4,0.3999999999999999,190898.0,0.23,1.4,78.0,67.0,76.0,5.5,5.0,26.0,1,Not Promoted,2,2,Low,,,1,1-3yrs,0,0
EMP787366,Female,34,Sales,Account Manager,L6,Austin,EMPD33392,2017-09-02,7.3,5.3,306034.0,0.24,3.9,57.0,93.0,46.0,5.3,2.3,68.0,3,Not Promoted,3,2,Low,,,1,5-10yrs,0,0
EMP710654,Female,42,Sales,Sales Director,L1,New York,EMP154603,2015-01-27,9.9,9.9,72799.0,0.09,3.6,86.0,69.0,74.0,4.4,3.1,38.0,2,Not Promoted,0,4,Low,,,1,5-10yrs,0,0
EMP93CE4F,Male,40,Engineering,Data Scientist,L1,San Francisco,EMPC1A48C,2018-07-17,6.5,5.5,73888.0,0.14,3.0,63.0,67.0,48.0,7.5,2.7,22.0,2,Not Promoted,3,10,Low,,,1,5-10yrs,0,0
EMP36670D,Male,40,HR,HR Specialist,L1,San Francisco,EMPD840F6,2020-05-28,4.6,2.5999999999999996,69890.0,0.09,1.9,59.0,79.0,71.0,8.0,3.9,75.0,1,Not Promoted,3,3,Low,,,1,3-5yrs,0,0
EMPEA5E41,Male,46,Sales,Account Manager,L3,Chicago,EMP61949A,2022-12-12,2.1,1.1,107656.0,0.12,2.5,100.0,78.0,63.0,7.0,2.2,100.0,1,Promoted,1,10,Low,,,1,1-3yrs,0,1
EMP5882F5,Male,26,Finance,Finance Manager,L3,Austin,EMPC8C0C7,2023-08-30,1.3,1.3,114714.0,0.09,3.9,48.0,86.0,58.0,6.8,1.9,113.0,2,Not Promoted,1,5,Low,,,1,1-3yrs,0,0
EMP853CD3,Female,31,Sales,Sales Manager,L1,New York,EMP340D89,2019-02-17,5.9,4.9,69177.0,0.15,4.3,35.0,83.0,71.0,5.6,4.0,58.0,2,Promoted,1,2,Low,,,1,5-10yrs,0,1
EMPD7D497,Female,49,Finance,Controller,L3,New York,EMP6C1E43,2022-11-06,2.2,2.2,155416.0,0.09,2.3,85.0,62.0,84.0,5.9,3.5,12.0,1,Not Promoted,0,4,Low,,,1,1-3yrs,0,0
EMP8A4445,Male,33,Operations,Project Manager,L1,Austin,EMP0C3BE7,2018-05-24,6.6,5.6,77145.0,0.12,4.2,65.0,94.0,100.0,6.3,2.2,34.0,2,Not Promoted,2,7,Low,,,1,5-10yrs,0,0
EMPB43289,Female,22,Operations,Operations Manager,L1,New York,EMPE7F84A,2017-03-03,7.8,6.8,72697.0,0.05,3.8,60.0,79.0,81.0,5.9,3.2,15.0,1,Not Promoted,1,14,Low,,,1,5-10yrs,0,0
EMPFD8221,Female,33,Sales,Sales Executive,L2,Chicago,EMPFF237B,2020-03-21,4.8,2.8,112011.0,0.15,3.2,100.0,85.0,100.0,5.5,2.1,23.0,2,Promoted,3,4,Low,,,1,3-5yrs,0,1
EMPF2953A,Female,36,HR,HR Manager,L1,San Francisco,EMPC350DB,2022-11-09,2.1,0.10000000000000009,96540.0,0.13,2.5,85.0,100.0,74.0,7.5,4.1,56.0,0,Promoted,4,9,Low,,,1,1-3yrs,0,1
EMP7AE85C,Male,22,HR,HR Manager,L1,Austin,EMP6F97E7,2024-10-05,0.2,0.2,85638.0,0.07,2.7,71.0,97.0,100.0,9.6,3.6,15.0,3,Not Promoted,2,10,Low,,,1,<1yr,0,0
EMPAE31FE,Male,46,Finance,Accountant,L2,New York,EMP243640,2015-08-05,9.4,9.4,123236.0,0.08,4.8,59.0,85.0,79.0,9.4,2.7,19.0,2,Promoted,2,5,Low,,,1,5-10yrs,0,1
EMPF25083,Female,29,Operations,Project Manager,L4,New York,EMP5045D9,2015-01-12,10.0,10.0,211955.0,0.16,3.4,80.0,66.0,75.0,5.6,2.8,4.0,1,Promoted,1,10,Low,,,1,5-10yrs,0,1
EMP2D6318,Male,38,Engineering,DevOps Engineer,L3,Chicago,EMP852E55,2021-06-24,3.5,3.5,141500.0,0.12,4.4,41.0,66.0,67.0,6.2,2.9,42.0,0,Promoted,3,11,Low,,,1,3-5yrs,0,1
EMPD7B84D,Female,33,Engineering,Technical Lead,L2,Remote,EMP0A1B1D,2024-03-11,0.8,0.0,61997.0,0.12,3.4,63.0,96.0,76.0,7.1,2.3,31.0,0,Promoted,2,5,Low,,,1,<1yr,0,1
EMPD84F94,Female,25,Operations,Project Manager,L3,San Francisco,EMPD4925C,2021-01-21,3.9,3.9,174625.0,0.09,2.8,71.0,77.0,79.0,7.8,4.5,20.0,0,Not Promoted,3,6,Low,,,1,3-5yrs,0,0
EMP8C7544,Female,26,Sales,Business Development,L2,San Francisco,EMPF66B25,2018-02-28,6.8,6.8,116209.0,0.14,3.7,76.0,80.0,42.0,6.4,4.3,19.0,2,Not Promoted,2,11,Low,,,1,5-10yrs,0,0
EMPC8A1FE,Male,28,HR,HR Director,L1,Chicago,EMP074108,2016-05-04,8.7,8.7,69291.0,0.17,5.0,69.0,68.0,84.0,8.2,2.9,23.0,1,Not Promoted,2,6,Low,,,1,5-10yrs,0,0
EMP5299D3,Female,44,Operations,Operations Analyst,L3,Remote,EMP7EC218,2019-07-20,5.5,4.5,110818.0,0.06,2.6,60.0,87.0,40.0,4.9,3.0,52.0,0,Not Promoted,2,3,Low,,,1,5-10yrs,0,0
EMP21F36D,Male,34,Engineering,Architecture Lead,L3,Austin,EMP06F61E,2023-08-25,1.4,0.0,125836.0,0.1,4.0,89.0,96.0,84.0,5.6,2.3,29.0,0,Not Promoted,1,20,Low,,,1,1-3yrs,0,0
EMP601749,Female,31,Operations,Project Manager,L3,Remote,EMPDAE2DA,2017-12-15,7.0,7.0,102431.0,0.13,3.4,42.0,100.0,82.0,7.2,3.2,16.0,1,Promoted,0,5,Low,,,1,5-10yrs,0,1
EMPFFC26F,Male,28,Sales,Sales Executive,L3,New York,EMPE4F6F5,2017-08-13,7.4,7.4,144328.0,0.13,1.9,67.0,77.0,98.0,6.8,3.7,34.0,1,Not Promoted,0,9,Low,,,1,5-10yrs,0,0
EMP579691,Male,45,Finance,Controller,L3,New York,EMPD3C6E2,2020-01-21,4.9,3.9000000000000004,168015.0,0.05,1.9,63.0,90.0,53.0,7.7,4.4,17.0,1,Not Promoted,2,8,Low,,,1,3-5yrs,0,0
EMP647DDA,Female,47,Finance,Financial Analyst,L2,Chicago,EMP0DD570,2020-01-13,5.0,3.0,109558.0,0.08,2.8,90.0,81.0,50.0,4.6,2.5,31.0,2,Not Promoted,2,1,Low,,,1,3-5yrs,0,0
EMPED5C70,Male,44,Operations,Project Manager,L4,Austin,EMP7F541C,2015-05-16,9.6,8.6,196018.0,0.13,3.5,64.0,93.0,92.0,8.9,1.8,39.0,0,Promoted,3,5,Low,,,1,5-10yrs,0,1
EMP0B97F9,Male,39,Engineering,Technical Lead,L1,New York,EMP0E5F9C,2022-03-05,2.8,2.8,91140.0,0.12,4.0,80.0,82.0,49.0,7.6,2.4,11.0,0,Promoted,2,5,Low,,,1,1-3yrs,0,1
EMPC5F1E3,Female,37,Sales,Sales Director,L4,New York,EMP7585CF,2022-04-03,2.7,1.7000000000000002,163117.0,0.22,1.8,78.0,72.0,47.0,3.8,3.8,4.0,3,Not Promoted,4,2,Low,,,1,1-3yrs,0,0
EMP65D9C6,Male,25,Finance,Finance Manager,L1,Austin,EMPD5660F,2016-08-23,8.4,7.4,82703.0,0.07,3.8,39.0,98.0,74.0,8.1,3.3,49.0,2,Not Promoted,1,5,Low,,,1,5-10yrs,0,0
EMPF5A54C,Female,33,HR,Benefits Coordinator,L1,New York,EMPF784E9,2016-01-28,8.9,8.9,66988.0,0.09,3.1,71.0,83.0,69.0,7.4,4.2,3.0,2,Not Promoted,0,6,Low,,,1,5-10yrs,0,0
EMPC3DFD5,Male,30,Finance,Financial Analyst,L3,San Francisco,EMPCDC913,2023-10-26,1.2,0.0,187374.0,0.09,3.2,41.0,78.0,73.0,6.8,3.3,38.0,1,Not Promoted,3,7,Low,,,1,1-3yrs,0,0
EMP4BB89A,Female,22,Engineering,Technical Lead,L2,San Francisco,EMP4E7C85,2020-03-09,4.8,4.8,99273.0,0.16,3.7,78.0,84.0,81.0,6.5,4.8,29.0,2,Not Promoted,3,10,Low,,,1,3-5yrs,0,0
EMP87A6D7,Female,43,Sales,Sales Executive,L4,Chicago,EMPC15804,2015-02-13,9.9,9.9,175654.0,0.15,4.8,59.0,73.0,81.0,6.4,1.9,41.0,2,Not Promoted,0,6,Low,,,1,5-10yrs,0,0
EMP1EEF92,Male,29,Sales,Account Manager,L2,Chicago,EMPA94930,2024-04-16,0.7,0.0,104978.0,0.12,3.5,93.0,87.0,68.0,6.4,1.1,40.0,2,Not Promoted,1,10,Low,,,1,<1yr,0,0
EMPDACC73,Male,45,HR,HR Director,L3,San Francisco,EMPAC26A5,2023-05-17,1.6,1.6,168301.0,0.15,2.0,69.0,80.0,71.0,5.8,4.5,70.0,3,Not Promoted,2,1,Low,,,1,1-3yrs,0,0
EMP55B766,Male,42,Sales,Sales Manager,L1,Chicago,EMP2E5213,2018-01-09,7.0,7.0,65469.0,0.16,3.0,58.0,72.0,69.0,7.8,2.6,22.0,1,Not Promoted,0,5,Low,,,1,5-10yrs,0,0
EMP8F7A45,Male,39,Engineering,DevOps Engineer,L1,Chicago,EMPADC928,2019-12-11,5.1,3.0999999999999996,76502.0,0.14,4.0,94.0,100.0,71.0,7.4,3.4,12.0,1,Promoted,1,1,Low,,,1,5-10yrs,0,1
EMP190CEA,Male,40,Operations,Project Manager,L2,San Francisco,EMP5523F7,2015-09-09,9.3,7.300000000000001,114056.0,0.09,4.0,56.0,70.0,42.0,6.7,3.4,43.0,3,Not Promoted,1,3,Low,,,1,5-10yrs,0,0
EMP067391,Female,30,Engineering,Architecture Lead,L3,Chicago,EMPC20898,2016-03-31,8.8,6.800000000000001,120199.0,0.16,3.8,88.0,86.0,85.0,8.3,3.6,31.0,1,Promoted,1,0,Low,,,1,5-10yrs,0,1
EMPF7D46A,Male,50,Operations,Project Manager,L3,New York,EMP4C95A9,2024-03-08,0.8,0.8,162740.0,0.15,2.7,80.0,83.0,91.0,6.2,2.9,11.0,4,Promoted,1,6,Low,,,1,<1yr,0,1
EMP0779DC,Male,35,Finance,Treasury Analyst,L2,New York,EMP03F836,2017-01-23,7.9,7.9,96022.0,0.14,2.0,65.0,70.0,83.0,7.2,2.4,24.0,2,Not Promoted,0,7,Low,,,1,5-10yrs,0,0
EMP79E145,Female,37,HR,Benefits Coordinator,L6,New York,EMP725F4A,2018-10-28,6.2,6.2,410533.0,0.19,3.7,48.0,78.0,81.0,6.0,2.4,20.0,1,Not Promoted,4,15,Low,,,1,5-10yrs,0,0
EMPCDB82A,Male,30,Sales,Sales Executive,L3,New York,EMPEFC325,2022-11-22,2.1,0.10000000000000009,114981.0,0.06,2.1,94.0,66.0,50.0,5.3,3.8,78.0,2,Promoted,3,14,Low,,,1,1-3yrs,0,1
EMP57D6E9,Male,28,Engineering,Architecture Lead,L5,San Francisco,EMPC09301,2022-11-07,2.2,0.20000000000000018,293145.0,0.23,3.8,81.0,100.0,42.0,7.3,4.0,56.0,1,Not Promoted,2,17,Low,,,1,1-3yrs,0,0
EMPAECE39,Male,39,HR,Talent Acquisition,L1,Austin,EMPB354A4,2024-10-19,0.2,0.0,62143.0,0.17,3.8,58.0,79.0,87.0,8.0,3.1,17.0,1,Not Promoted,5,2,Low,,,1,<1yr,0,0
EMP0635DE,Male,37,HR,HR Manager,L1,Chicago,EMP0CD56A,2021-12-24,3.0,1.0,60730.0,0.15,2.8,76.0,80.0,71.0,8.3,2.8,51.0,1,Not Promoted,2,6,Low,,,1,1-3yrs,0,0
EMPE40633,Female,29,HR,Benefits Coordinator,L1,Austin,EMP73A26C,2016-11-25,8.1,8.1,66757.0,0.16,3.1,90.0,100.0,73.0,9.5,3.8,7.0,1,Not Promoted,3,7,Low,,,1,5-10yrs,0,0
EMP935852,Female,23,Engineering,Architecture Lead,L1,San Francisco,EMP6454EE,2021-03-10,3.8,2.8,87620.0,0.12,3.4,74.0,72.0,74.0,7.1,2.0,28.0,2,Not Promoted,0,19,Low,,,1,3-5yrs,0,0
EMPFB39B2,Male,25,HR,HR Manager,L2,San Francisco,EMP56A1A7,2022-08-17,2.4,2.4,131543.0,0.09,2.6,76.0,98.0,75.0,8.2,5.0,72.0,1,Promoted,1,13,Low,,,1,1-3yrs,0,1
EMP76365B,Male,45,HR,Benefits Coordinator,L2,San Francisco,EMP661E8A,2024-05-11,0.6,0.6,125989.0,0.14,2.0,91.0,89.0,83.0,7.9,3.7,9.0,0,Not Promoted,4,1,Low,,,1,<1yr,0,0
EMP6AF18F,Male,30,Finance,Treasury Analyst,L2,New York,EMPCEDAB0,2024-01-11,1.0,0.0,116795.0,0.14,3.2,100.0,58.0,68.0,6.5,3.2,37.0,3,Not Promoted,0,16,Low,,,1,<1yr,0,0
EMP42B450,Male,32,HR,HR Manager,L3,New York,EMP2FFACC,2017-07-06,7.5,7.5,150313.0,0.14,3.3,70.0,78.0,32.0,7.5,4.0,84.0,3,Not Promoted,3,1,Low,,,1,5-10yrs,0,0
EMP874693,Female,47,HR,HR Specialist,L6,Chicago,EMPC182D6,2024-09-03,0.3,0.0,310586.0,0.34,4.4,48.0,87.0,84.0,6.9,3.9,121.0,0,Not Promoted,0,8,Low,,,1,<1yr,0,0
EMP27817C,Male,26,Finance,Financial Analyst,L4,Remote,EMP0D279C,2017-05-19,7.6,5.6,109757.0,0.18,2.5,49.0,82.0,82.0,6.6,3.5,47.0,1,Not Promoted,3,3,Low,,,1,5-10yrs,0,0
EMP74BB24,Male,29,Engineering,Data Scientist,L1,New York,EMP21693D,2022-01-14,3.0,1.0,70967.0,0.06,4.2,60.0,82.0,44.0,6.9,1.6,23.0,1,Not Promoted,4,15,Low,,,1,1-3yrs,0,0
EMPBE16B2,Male,29,Sales,Sales Executive,L1,New York,EMP7E6CF0,2024-03-11,0.8,0.0,94086.0,0.17,2.2,55.0,75.0,47.0,6.3,3.7,38.0,0,Not Promoted,2,3,Low,,,1,<1yr,0,0
EMP4F59CE,Female,48,Engineering,Data Scientist,L1,Austin,EMP8F50CB,2021-05-04,3.7,1.7000000000000002,61457.0,0.07,2.0,42.0,73.0,88.0,4.8,4.6,49.0,2,Not Promoted,0,5,Low,,,1,3-5yrs,0,0
EMPBD02EC,Female,51,Sales,Sales Director,L1,New York,EMP6A3B73,2023-05-09,1.6,0.6000000000000001,75810.0,0.14,2.9,100.0,78.0,92.0,6.4,2.8,46.0,2,Not Promoted,3,7,Low,,,1,1-3yrs,0,0
EMP40D345,Female,41,Sales,Business Development,L2,Austin,EMP9B6995,2020-04-11,4.7,3.7,84128.0,0.16,2.4,82.0,100.0,17.0,5.2,4.2,18.0,1,Not Promoted,3,20,Low,,,1,3-5yrs,0,0
EMP8257A4,Female,41,Engineering,Technical Lead,L2,Chicago,EMP3CDF3D,2016-01-15,9.0,9.0,87869.0,0.09,2.0,63.0,71.0,79.0,7.1,4.1,55.0,1,Not Promoted,4,7,Low,,,1,5-10yrs,0,0
EMP45F1BD,Male,30,Sales,Business Development,L1,Remote,EMP2E5AAA,2020-01-14,5.0,4.0,37949.0,0.16,4.9,71.0,76.0,66.0,4.9,3.6,26.0,1,Not Promoted,3,2,Low,,,1,3-5yrs,0,0
EMPFFC71E,Male,51,Engineering,Technical Lead,L3,San Francisco,EMP185B00,2022-03-14,2.8,1.7999999999999998,166263.0,0.09,2.8,40.0,82.0,71.0,7.3,3.5,19.0,5,Promoted,1,9,Low,,,1,1-3yrs,0,1
EMP0E9FB5,Male,37,HR,Talent Acquisition,L3,Chicago,EMP2B62DE,2024-06-04,0.6,0.0,131573.0,0.15,5.0,93.0,64.0,73.0,7.4,3.8,54.0,1,Not Promoted,2,2,Low,,,1,<1yr,0,0
EMP129097,Female,42,Operations,Process Engineer,L1,San Francisco,EMPD2EBEC,2024-06-30,0.5,0.0,85692.0,0.06,2.3,37.0,87.0,55.0,5.0,3.7,43.0,6,Not Promoted,4,4,Low,,,1,<1yr,0,0
EMPF6359A,Female,34,Engineering,Software Engineer,L2,Chicago,EMP2F713D,2021-01-17,4.0,4.0,97688.0,0.14,1.7,81.0,67.0,83.0,7.6,5.0,92.0,1,Not Promoted,1,3,Low,,,1,3-5yrs,0,0
EMPE1A4CE,Male,33,Operations,Operations Manager,L4,San Francisco,EMPE1A581,2019-03-13,5.8,5.8,235103.0,0.23,4.4,39.0,69.0,56.0,6.6,4.2,21.0,2,Not Promoted,6,8,Low,,,1,5-10yrs,0,0
EMPE2CFF1,Female,48,Finance,Finance Manager,L2,New York,EMP27215C,2019-04-09,5.7,5.7,118166.0,0.11,2.5,65.0,68.0,85.0,6.7,3.9,21.0,2,Not Promoted,1,6,Low,,,1,5-10yrs,0,0
EMP1AF786,Female,39,Sales,Sales Executive,L1,San Francisco,EMPAD5395,2020-12-07,4.1,4.1,93801.0,0.14,3.3,94.0,62.0,89.0,7.4,4.3,33.0,2,Not Promoted,2,19,Low,,,1,3-5yrs,0,0
EMP326936,Female,47,Engineering,Technical Lead,L1,San Francisco,EMP542A34,2016-03-20,8.8,7.800000000000001,80463.0,0.17,2.0,43.0,97.0,53.0,6.6,3.9,74.0,0,Promoted,2,2,Low,,,1,5-10yrs,0,1
EMPD08D7E,Male,37,Finance,Accountant,L1,Austin,EMP586D77,2020-02-03,4.9,2.9000000000000004,60244.0,0.15,3.2,69.0,88.0,53.0,7.3,1.4,101.0,3,Promoted,0,6,Low,,,1,3-5yrs,0,1
EMPAD0DA3,Female,28,HR,HR Director,L1,Chicago,EMP0E8541,2019-03-31,5.8,3.8,87204.0,0.17,2.0,83.0,93.0,72.0,7.7,3.2,132.0,0,Not Promoted,2,12,Low,,,1,5-10yrs,0,0
EMP8AF4C1,Male,30,HR,HR Director,L4,Chicago,EMP0DD5BE,2021-10-14,3.2,2.2,147907.0,0.19,3.1,80.0,92.0,100.0,6.6,2.7,12.0,0,Promoted,3,2,Low,,,1,3-5yrs,0,1
EMP7A3B5A,Female,36,Engineering,Data Scientist,L1,New York,EMP7B6968,2019-12-26,5.0,5.0,61211.0,0.12,2.8,73.0,80.0,58.0,6.1,3.6,85.0,3,Promoted,1,14,Low,,,1,3-5yrs,0,1
EMPFE7CF8,Female,30,Engineering,DevOps Engineer,L1,Chicago,EMP7CEB75,2019-03-16,5.8,4.8,65623.0,0.08,3.4,81.0,82.0,62.0,8.8,2.8,141.0,1,Not Promoted,4,10,Low,,,1,5-10yrs,0,0
EMP1C4716,Male,26,Sales,Sales Director,L1,San Francisco,EMP5C38C9,2015-05-31,9.6,8.6,86084.0,0.18,3.8,61.0,94.0,76.0,8.9,3.8,64.0,3,Not Promoted,1,1,Low,,,1,5-10yrs,0,0
EMP54AEB8,Female,45,Sales,Account Manager,L3,Austin,EMP1A2295,2018-12-23,6.0,6.0,98269.0,0.06,3.4,100.0,100.0,83.0,7.6,2.9,5.0,1,Not Promoted,3,9,Low,,,1,5-10yrs,0,0
EMPDDFC7E,Female,31,Engineering,DevOps Engineer,L1,Remote,EMPB143F4,2021-10-11,3.2,2.2,58659.0,0.1,3.6,43.0,67.0,81.0,6.4,4.8,32.0,0,Not Promoted,0,8,Low,,,1,3-5yrs,0,0
EMPA07F3A,Male,36,Sales,Business Development,L1,New York,EMPCB0B19,2016-01-22,8.9,7.9,80400.0,0.09,3.1,93.0,100.0,71.0,8.6,4.8,39.0,0,Not Promoted,0,6,Low,,,1,5-10yrs,0,0
EMP99F2FD,Male,37,HR,HR Specialist,L2,Austin,EMP97737A,2020-07-14,4.5,3.5,91472.0,0.1,2.8,75.0,66.0,64.0,8.5,2.0,119.0,0,Not Promoted,0,16,Low,,,1,3-5yrs,0,0
EMP459E9D,Male,30,Operations,Process Engineer,L2,New York,EMPC9FE03,2023-04-17,1.7,0.7,104902.0,0.17,3.6,83.0,76.0,77.0,6.5,3.6,26.0,1,Not Promoted,4,7,Low,,,1,1-3yrs,0,0
EMP25FB69,Female,47,Sales,Sales Manager,L1,San Francisco,EMPC754C9,2017-08-27,7.4,5.4,81455.0,0.1,3.1,86.0,83.0,6.0,9.3,2.9,24.0,2,Not Promoted,1,2,Low,,,1,5-10yrs,0,0
EMPF499BF,Female,26,Operations,Project Manager,L1,San Francisco,EMP23672B,2022-09-24,2.3,2.3,63928.0,0.17,3.1,82.0,84.0,100.0,4.6,3.5,51.0,3,Not Promoted,0,4,Low,,,1,1-3yrs,0,0
EMP27F13F,Male,37,Sales,Sales Director,L3,New York,EMP3ED13A,2023-09-07,1.3,0.0,122822.0,0.11,3.6,57.0,100.0,66.0,7.7,3.8,21.0,1,Not Promoted,1,13,Low,,,1,1-3yrs,0,0
EMP2C68E8,Male,37,Sales,Sales Executive,L6,Chicago,EMP5CF6C0,2021-04-24,3.7,2.7,292135.0,0.33,2.3,67.0,94.0,74.0,5.3,2.1,128.0,2,Not Promoted,4,9,Low,,,1,3-5yrs,0,0
EMPA1D8B1,Male,35,Engineering,DevOps Engineer,L1,New York,EMP27B53D,2017-09-05,7.3,6.3,87524.0,0.12,4.5,46.0,87.0,100.0,6.4,2.4,10.0,3,Promoted,1,4,Low,,,1,5-10yrs,0,1
EMPAF7B6F,Male,25,Finance,Treasury Analyst,L1,New York,EMPA2DDD1,2015-05-06,9.7,8.7,81797.0,0.09,3.0,67.0,94.0,55.0,10.0,2.5,69.0,1,Not Promoted,2,2,Low,,,1,5-10yrs,0,0
EMP09C3B8,Male,42,Operations,Project Manager,L1,Chicago,EMPBDE92E,2023-07-25,1.4,0.0,68165.0,0.11,3.3,78.0,86.0,100.0,6.8,2.8,22.0,1,Not Promoted,4,5,Low,,,1,1-3yrs,0,0
EMP650F96,Male,41,Finance,Treasury Analyst,L3,Chicago,EMPFE7CF8,2022-11-13,2.1,2.1,139720.0,0.11,3.2,83.0,74.0,85.0,9.2,2.8,37.0,1,Not Promoted,3,5,Low,,,1,1-3yrs,0,0
EMP43DC31,Male,30,Sales,Sales Manager,L2,Remote,EMP4E4DC6,2015-10-11,9.2,7.199999999999999,73600.0,0.08,3.8,79.0,88.0,79.0,7.3,4.0,65.0,0,Not Promoted,2,5,Low,,,1,5-10yrs,0,0
